name,type,muscle,equipment,difficulty,instructions
Palms-Down Dumbbell Wrist Curl Over A Bench,strength,forearms,dumbbell,beginner,Start out by placing two dumbbells on one side of a flat bench. Kneel down on both of your knees so that your body is facing the flat bench. Use your arms to grab both of the dumbbells with a pronated grip (palms facing down) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge. Start out by curling your wrist upwards and exhaling. Slowly lower your wrists back down to the starting position while inhaling. Your forearms should be stationary as your wrist is the only movement needed to perform this exercise. Repeat for the recommended amount of repetitions.  Variations:  This exercise can also be performed sitting down by using your thighs as a resting position for your forearms. Your wrist can hang over your knees and the same movements as mentioned above can be performed. You can also use a barbell instead of a dumbbell.
Seated One-Arm Dumbbell Palms-Down Wrist Curl,strength,forearms,dumbbell,beginner,"Sit on a flat bench with a dumbbell in your right hand. Place your feet flat on the floor, at a distance that is slightly wider than shoulder width apart. Lean forward and place your right forearm on top of your upper right thigh with your palm down. Tip: Make sure that the back of the wrist lies on top of your knees. This will be your starting position. Lower the dumbbell as far as possible as you keep a tight grip on the dumbbell. Inhale as you perform this movement. Now curl the dumbbell as high as possible as you contract the forearms and as you exhale. Keep the contraction for a second before you lower again. Tip: The only movement should happen at the wrist. Perform for the recommended amount of repetitions, switch arms and repeat the movement.  Variations: You can also do this movement with two arms at a time, one on each knee, or using a barbell."
Plate Pinch,strength,forearms,other,beginner,"Grab two wide-rimmed plates and put them together with the smooth sides facing outward Use your fingers to grip the outside part of the plate and your thumb for the other side thus holding both plates together. This is the starting position. Squeeze the plate with your fingers and thumb. Hold this position for as long as you can. Repeat for the recommended amount of sets prescribed in your program. Switch arms and repeat the movements.  Caution: Attempting to hold the weighted plate for too long can cause you to drop the plate. As a result, it may land on your feet or other areas which may cause an injury. So if you feel like the weight is about to slip out of your hand, slowly bend your knees while keeping your back straight and put the plates on the floor."
Bottoms-Up Clean From The Hang Position,strength,forearms,kettlebells,beginner,Initiate the exercise by standing upright with a kettlebell in one hand. Swing the kettlebell back forcefully and then reverse the motion forcefully.Crush the kettlebell handle as hard as possible and raise the kettlebell to your shoulder.
Cable Wrist Curl,strength,forearms,cable,beginner,Start out by placing a flat bench in front of a low pulley cable that has a straight bar attachment. Use your arms to grab the cable bar with a narrow to shoulder width supinated grip (palms up) and bring them up so that your forearms are resting against the top of your thighs. Your wrists should be hanging just beyond your knees. Start out by curling your wrist upwards and exhaling. Keep the contraction for a second. Slowly lower your wrists back down to the starting position while inhaling. Your forearms should be stationary as your wrist is the only movement needed to perform this exercise. Repeat for the recommended amount of repetitions.  Variations:  This exercise can also be performed sitting down by kneeling and using the bench as a resting position for your forearms. Your wrist can hang over the bench and the same movements as mentioned above can be performed. You can also use a dumbbell instead of a barbell.
Seated Dumbbell Palms-Up Wrist Curl,strength,forearms,dumbbell,beginner,"Start out by placing two dumbbells on the floor in front of a flat bench. Sit down on the edge of the flat bench with your legs at about shoulder width apart. Make sure to keep your feet on the floor. Use your arms to grab both of the dumbbells and bring them up so that your forearms are resting against your thighs with the palms of the hands facing up. Your wrists should be hanging over the edge of your thighs. Start out by curling your wrist upwards and exhaling. Slowly lower your wrists back down to the starting position while inhaling. Make sure to inhale during this part of the exercise. Tip: Your forearms should be stationary as your wrist is the only movement needed to perform this exercise. Repeat for the recommended amount of repetitions. When finished, simply lower the dumbbells to the floor.  Variations:  This exercise can also be performed using a barbell instead of a dumbbell. You can also focus on one arm at a time to isolate the forearms."
Partner farmer's walk,strength,forearms,dumbbell,beginner,"Place two dumbbells on the floor in front of you, making sure you have enough open space to walk. If you canâ€™t reach the floor safely without rounding your back, elevate the weights off the floor. (When doing this as a competition, start side by side with your partner and make sure thereâ€™s enough room for both of you.) Squat down keeping your back flatâ€”donâ€™t bend overâ€”and grasp the weights with a neutral grip. Stand back up by extending at the hips and knees; this will be your starting position. Keeping the weights at your sides, walk forward as far as you can; if necessary turn around and return the other way. Try to beat your partner for both distance and time. Descend into a squat to lower the weights back to the floor."
Kneeling Forearm Stretch,stretching,forearms,none,beginner,Start by kneeling on a mat with your palms flat and your fingers pointing back toward your knees. Slowly lean back keeping your palms flat on the floor until you feel a stretch in your wrists and forearms. Hold for 20-30 seconds.
Wrist Circles,stretching,forearms,body_only,beginner,"Start by standing straight with your feet being shoulder width apart from each other. Elevate your arms to the side of you until they are fully extended and parallel to the floor at a height that is evenly aligned with your shoulders. Tip: Your torso and arms should form the letter ""T: Your palms should be facing down. This is the starting position. Keeping your entire body stationary except for the wrists, begin to rotate both wrists forward in a circular motion. Tip: Pretend that you are trying to draw circles by using your hands as the brush. Breathe normally as you perform this exercise. Repeat for the recommended amount of repetitions.  Variation: You can hold small weights to add resistance."
Wrist Circles,stretching,forearms,body_only,beginner,"Start by standing straight with your feet being shoulder width apart from each other. Elevate your arms to the side of you until they are fully extended and parallel to the floor at a height that is evenly aligned with your shoulders. Tip: Your torso and arms should form the letter ""T: Your palms should be facing down. This is the starting position. Keeping your entire body stationary except for the wrists, begin to rotate both wrists forward in a circular motion. Tip: Pretend that you are trying to draw circles by using your hands as the brush. Breathe normally as you perform this exercise. Repeat for the recommended amount of repetitions.  Variation: You can hold small weights to add resistance."
Wrist Circles,stretching,forearms,body_only,beginner,"Start by standing straight with your feet being shoulder width apart from each other. Elevate your arms to the side of you until they are fully extended and parallel to the floor at a height that is evenly aligned with your shoulders. Tip: Your torso and arms should form the letter ""T: Your palms should be facing down. This is the starting position. Keeping your entire body stationary except for the wrists, begin to rotate both wrists forward in a circular motion. Tip: Pretend that you are trying to draw circles by using your hands as the brush. Breathe normally as you perform this exercise. Repeat for the recommended amount of repetitions.  Variation: You can hold small weights to add resistance."
Wrist Circles,stretching,forearms,body_only,beginner,"Start by standing straight with your feet being shoulder width apart from each other. Elevate your arms to the side of you until they are fully extended and parallel to the floor at a height that is evenly aligned with your shoulders. Tip: Your torso and arms should form the letter ""T: Your palms should be facing down. This is the starting position. Keeping your entire body stationary except for the wrists, begin to rotate both wrists forward in a circular motion. Tip: Pretend that you are trying to draw circles by using your hands as the brush. Breathe normally as you perform this exercise. Repeat for the recommended amount of repetitions.  Variation: You can hold small weights to add resistance."
Dumbbell suitcase carry,strength,forearms,dumbbell,intermediate,"Place a dumbbell on the floor in front of you, making sure you have enough open space to walk. If you canâ€™t reach the floor safely without rounding and twisting your back, elevate the weight off the floor. (When doing this as a competition, start side by side with your partner and make sure thereâ€™s enough room for both of you.) Squat down keeping your back flatâ€”donâ€™t bend overâ€”and grasp the weight with a neutral grip. Keep your body square as much as possible. Stand back up by extending at the hips and knees; this will be your starting position. Keeping the weight at your side and maintaining a body position that doesnâ€™t favor one side, walk forward as far as you can; if necessary turn around and return the other way. Try to beat your partner for both distance and time. Descend into a squat to lower the weight back to the floor."
Suitcase Dumbbell Carry,strength,forearms,dumbbell,intermediate,"Select a weight that is challenging to hold, beginning with the weight on the floor next to you. With your feet shoulder-width apart, descend into deadlift position by flexing the knees and hips. You should be looking at a point several feet in front of you to maintain a neutral cervical spine. Your chest should be up and your back arched, with a neutral grip on the dumbbell. Inhale just before picking up the weight. Extend through the hips and knees to deadlift the weight, sticking your opposite hand out to the side to act as a counterweight. This will be your starting position. To perform the exercise, simply walk forward holding the weight at your side. Heavier loads may require some amount of lean to remain upright. At all times maintain proper posture in the spine, keep your arms extended, and keep the shoulder in a neutral position. Walk forward the given distance, executing a turn if needed. When the route is completed return the dumbbell to the ground with a controlled squat. Do not drop the weight."
Side plank with dumbbell external rotation,strength,forearms,dumbbell,intermediate,
Landmine Press and Catch,strength,forearms,other,intermediate,
Standing alternating band speed row,strength,forearms,bands,intermediate,
Plate halo,strength,forearms,other,intermediate,
Band roundhouse elbow,strength,forearms,bands,intermediate,
Landmine Press and Catch,strength,forearms,other,intermediate,
Standing alternating band speed row,strength,forearms,bands,intermediate,
Plate halo,strength,forearms,other,intermediate,
Band roundhouse elbow,strength,forearms,bands,intermediate,
Landmine Press and Catch,strength,forearms,other,intermediate,
Standing alternating band speed row,strength,forearms,bands,intermediate,
Plate halo,strength,forearms,other,intermediate,
Band roundhouse elbow,strength,forearms,bands,intermediate,
Landmine Press and Catch,strength,forearms,other,intermediate,
Standing alternating band speed row,strength,forearms,bands,intermediate,
Plate halo,strength,forearms,other,intermediate,
Band roundhouse elbow,strength,forearms,bands,intermediate,
Single-arm cable push-down,strength,forearms,cable,intermediate,
UNS Medicine ball chest slam,strength,forearms,None,intermediate,
Bryant Wrist Curl,strength,forearms,other,intermediate,
Barbell glute bridge,powerlifting,glutes,barbell,intermediate,"Begin seated on the ground with a loaded barbell over your legs. Using a fat bar or having a pad on the bar can greatly reduce the discomfort caused by this exercise. Roll the bar so that it is directly above your hips, and lay down flat on the floor. Begin the movement by driving through with your heels, extending your hips vertically through the bar. Your weight should be supported by your upper back and the heels of your feet. Extend as far as possible, then reverse the motion to return to the starting position."
Barbell Hip Thrust,powerlifting,glutes,barbell,intermediate,"Begin seated on the ground with a bench directly behind you. Have a loaded barbell over your legs. Using a fat bar or having a pad on the bar can greatly reduce the discomfort caused by this exercise. Roll the bar so that it is directly above your hips, and lean back against the bench so that your shoulder blades are near the top of it. Begin the movement by driving through your feet, extending your hips vertically through the bar. Your weight should be supported by your shoulder blades and your feet. Extend as far as possible, then reverse the motion to return to the starting position."
Single-leg cable hip extension,strength,glutes,cable,intermediate,"Hook a leather ankle cuff to a low cable pulley and then attach the cuff to your ankle. Face the weight stack from a distance of about two feet, grasping the steel frame for support. While keeping your knees and hips bent slightly and your abs tight, contract your glutes to slowly ""kick"" the working leg back in a semicircular arc as high as it will comfortably go as you breathe out. Tip: At full extension, squeeze your glutes for a second in order to achieve a peak contraction. Now slowly bring your working leg forward, resisting the pull of the cable until you reach the starting position. Repeat for the recommended amount of repetitions. Switch legs and repeat the movement for the other side.  Variations: You can perform this exercise with exercise bands."
Glute bridge,strength,glutes,body_only,intermediate,"Lie flat on the floor on your back with the hands by your side and your knees bent. Your feet should be placed around shoulder width. This will be your starting position. Pushing mainly with your heels, lift your hips off the floor while keeping your back straight. Breathe out as you perform this part of the motion and hold at the top for a second. Slowly go back to the starting position as you breathe in.  Variations: You can perform this exercise one leg at a time."
Single-leg glute bridge,strength,glutes,body_only,intermediate,"Lay on the floor with your feet flat and knees bent. Raise one leg off of the ground, pulling the knee to your chest. This will be your starting position. Execute the movement by driving through the heel, extending your hip upward and raising your glutes off of the ground. Extend as far as possible, pause and then return to the starting position."
Step-up with knee raise,strength,glutes,body_only,intermediate,"Stand facing a box or bench of an appropriate height with your feet together. This will be your starting position. Begin the movement by stepping up, putting your left foot on the top of the bench. Extend through the hip and knee of your front leg to stand up on the box. As you stand on the box with your left leg, flex your right knee and hip, bringing your knee as high as you can. Reverse this motion to step down off the box, and then repeat the sequence on the opposite leg."
Kettlebell thruster,strength,glutes,kettlebells,intermediate,"Clean two kettlebells to your shoulders. Clean the kettlebells to your shoulders by extending through the legs and hips as you pull the kettlebells towards your shoulders. Rotate your wrists as you do so. This will be your starting position. Begin to squat by flexing your hips and knees, lowering your hips between your legs. Maintain an upright, straight back as you descend as low as you can. At the bottom, reverse direction and squat by extending your knees and hips, driving through your heels. As you do so, press both kettlebells overhead by extending your arms straight up, using the momentum from the squat to help drive the weights upward. As you begin the next repetition, return the weights to the shoulders."
Kneeling Squat,powerlifting,glutes,barbell,beginner,"Set the bar to the proper height in a power rack. Kneel behind the bar; it may be beneficial to put a mat down to pad your knees. Slide under the bar, racking it across the back of your shoulders. Your shoulder blades should be retracted and the bar tight across your back. Unrack the weight. With your head looking forward, sit back with your butt until you touch your calves. Reverse the motion, returning the torso to an upright position."
Flutter Kicks,strength,glutes,None,intermediate,"On a flat bench lie facedown with the hips on the edge of the bench, the legs straight with toes high off the floor and with the arms on top of the bench holding on to the front edge. Squeeze your glutes and hamstrings and straighten the legs until they are level with the hips. This will be your starting position. Start the movement by lifting the left leg higher than the right leg. Then lower the left leg as you lift the right leg. Continue alternating in this manner (as though you are doing a flutter kick in water) until you have done the recommended amount of repetitions for each leg. Make sure that you keep a controlled movement at all times. Tip: You will breathe normally as you perform this movement.  Variations: As you get more advanced you can use ankle weights."
Glute Kickback,strength,glutes,body_only,beginner,"Kneel on the floor or an exercise mat and bend at the waist with your arms extended in front of you (perpendicular to the torso) in order to get into a kneeling push-up position but with the arms spaced at shoulder width. Your head should be looking forward and the bend of the knees should create a 90-degree angle between the hamstrings and the calves. This will be your starting position. As you exhale, lift up your right leg until the hamstrings are in line with the back while maintaining the 90-degree angle bend. Contract the glutes throughout this movement and hold the contraction at the top for a second. Tip: At the end of the movement the upper leg should be parallel to the floor while the calf should be perpendicular to it. Go back to the initial position as you inhale and now repeat with the left leg. Continue to alternate legs until all of the recommended repetitions have been performed.  Variations: For this exercise you can also perform all of the repetitions with one leg first and then the other one. Additionally, you can also add ankle weights."
Exercise ball hip thrust,strength,glutes,exercise_ball,intermediate,"Lay on a ball so that your upper back is on the ball with your hips unsupported. Both feet should be flat on the floor, hip width apart or wider. This will be your starting position. Begin by extending the hips using your glutes and hamstrings, raising your hips upward as you bridge. Pause at the top of the motion and return to the starting position."
Kneeling Jump Squat,olympic_weightlifting,glutes,barbell,beginner,"Begin kneeling on the floor with a barbell racked across the back of your shoulders, or you can use your body weight for this exercise. This can be done inside of a power rack to make unracking easier. Sit back with your hips until your glutes touch your feet, keeping your head and chest up. Explode up with your hips, generating enough power to land with your feet flat on the floor. Continue with the squat by driving through your heels and extending the knees to come to a standing position."
Pull Through,strength,glutes,cable,beginner,"Begin standing a few feet in front of a low pulley with a rope or handle attached. Face away from the machine, straddling the cable, with your feet set wide apart. Begin the movement by reaching through your legs as far as possible, bending at the hips. Keep your knees slightly bent. Keeping your arms straight, extend through the hip to stand straight up. Avoid pulling upward through the shoulders; all of the motion should originate through the hips."
Hip Extension with Bands,strength,glutes,bands,beginner,"Secure one end of the band to the lower portion of a post and attach the other to one ankle. Facing the attachment point of the band, hold on to the column to stabilize yourself. Keeping your head and your chest up, move the resisted leg back as far as you can while keeping the knee straight. Return the leg to the starting position."
Piriformis SMR,stretching,glutes,foam_roll,intermediate,"Sit with your buttocks on top of a foam roll. Bend your knees, and then cross one leg so that the ankle is over the knee. This will be your starting position. Shift your weight to the side of the crossed leg, rolling over the buttocks until you feel tension in your upper glute. You may assist the stretch by using one hand to pull the bent knee towards your chest. Hold this position for 10-30 seconds, and then switch sides."
Standing hip extension,strength,glutes,body_only,beginner,"While standing up straight with both feet next to each other at around shoulder width, grab a sturdy surface such as the sides of a squat rack or the top of a chair to brace yourself and keep balance. With or without an ankle weight, lift one leg behind you as if performing a leg curl but standing up while keeping the other leg straight. Breathe out as you perform this movement. Slowly bring the raised leg back to the floor as you breathe in. Repeat for the recommended amount of repetitions. Repeat the movement with the opposite leg.  Variations: You can perform the same movement with a low pulley attached to your ankle using an ankle attachment. Optionally, you can use exercise cables as well."
Hip Lift with Band,powerlifting,glutes,bands,beginner,"After choosing a suitable band, lay down in the middle of the rack, after securing the band on either side of you. If your rack doesn't have pegs, the band can be secured using heavy dumbbells or similar objects, just ensure they won't move. Adjust your position so that the band is directly over your hips. Bend your knees and place your feet flat on the floor. Your hands can be on the floor or holding the band in position. Keeping your shoulders on the ground, drive through your heels to raise your hips, pushing into the band as high as you can. Pause at the top of the motion, and return to the starting position."
Lying glute stretch,stretching,glutes,body_only,intermediate,"From a lying position, bend your knees and keep your feet on the floor. Place your ankle of one foot on your opposite knee. Grasp the thigh or knee of the bottom leg and pull both of your legs into the chest. Relax your neck and shoulders. Hold for 10-20 seconds and then switch sides."
Downward Facing Balance,strength,glutes,exercise_ball,beginner,"Lie facedown on top of an exercise ball. While resting on your stomach on the ball, walk your hands forward along the floor and lift your legs, extending your elbows and knees."
Knee Across The Body,stretching,glutes,body_only,intermediate,"Lie down on the floor with your right leg straight. Bend your left leg and lower it across your body, holding the knee down toward the floor with your right hand. (The knee doesn't need to touch the floor if you're tight.) Place your left arm comfortably beside you and turn your head to the left. Imagine you have a weight tied to your tailbone. let your tailbone fall back toward the floor as your chest reaches in the opposite direction to stretch your lower back. Switch sides."
Seated Glute,stretching,glutes,body_only,beginner,"In a seated position with your knees bent, cross one ankle over the opposite knee. Your partner will stand behind you. Now, lean forward as your partner braces your shoulders with their hands. This will be your starting position. Attempt to push your torso back for 10-20 seconds, as your partner prevents any actual movement of your torso. Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds."
Lying Glute,stretching,glutes,body_only,beginner,"Lie on your back with your partner kneeling beside you. Flex the hip of one leg, raising it off of the floor. Rotate the leg so the foot is over the opposite hip, the lower leg perpendicular to your body. Your partner should hold the knee and ankle in place. This will be your starting position. Attempt to push your leg towards your partner, who should be preventing any actual movement of the leg. After 10-20 seconds, completely relax as your partner gently pushes the ankle and knee towards your chest. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching."
One Knee To Chest,stretching,glutes,body_only,intermediate,Start off by lying on the floor. Extend one leg straight and pull the other knee to your chest. Hold under the knee joint to protect the kneecap. Gently tug that knee toward your nose. Switch sides. This stretches the buttocks and lower back of the bent leg and the hip flexor of the straight leg.
Seated Glute,stretching,glutes,body_only,beginner,"In a seated position with your knees bent, cross one ankle over the opposite knee. Your partner will stand behind you. Now, lean forward as your partner braces your shoulders with their hands. This will be your starting position. Attempt to push your torso back for 10-20 seconds, as your partner prevents any actual movement of your torso. Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds."
Lying Glute,stretching,glutes,body_only,beginner,"Lie on your back with your partner kneeling beside you. Flex the hip of one leg, raising it off of the floor. Rotate the leg so the foot is over the opposite hip, the lower leg perpendicular to your body. Your partner should hold the knee and ankle in place. This will be your starting position. Attempt to push your leg towards your partner, who should be preventing any actual movement of the leg. After 10-20 seconds, completely relax as your partner gently pushes the ankle and knee towards your chest. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching."
One Knee To Chest,stretching,glutes,body_only,intermediate,Start off by lying on the floor. Extend one leg straight and pull the other knee to your chest. Hold under the knee joint to protect the kneecap. Gently tug that knee toward your nose. Switch sides. This stretches the buttocks and lower back of the bent leg and the hip flexor of the straight leg.
Seated Glute,stretching,glutes,body_only,beginner,"In a seated position with your knees bent, cross one ankle over the opposite knee. Your partner will stand behind you. Now, lean forward as your partner braces your shoulders with their hands. This will be your starting position. Attempt to push your torso back for 10-20 seconds, as your partner prevents any actual movement of your torso. Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds."
Lying Glute,stretching,glutes,body_only,beginner,"Lie on your back with your partner kneeling beside you. Flex the hip of one leg, raising it off of the floor. Rotate the leg so the foot is over the opposite hip, the lower leg perpendicular to your body. Your partner should hold the knee and ankle in place. This will be your starting position. Attempt to push your leg towards your partner, who should be preventing any actual movement of the leg. After 10-20 seconds, completely relax as your partner gently pushes the ankle and knee towards your chest. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching."
One Knee To Chest,stretching,glutes,body_only,intermediate,Start off by lying on the floor. Extend one leg straight and pull the other knee to your chest. Hold under the knee joint to protect the kneecap. Gently tug that knee toward your nose. Switch sides. This stretches the buttocks and lower back of the bent leg and the hip flexor of the straight leg.
Seated Glute,stretching,glutes,body_only,beginner,"In a seated position with your knees bent, cross one ankle over the opposite knee. Your partner will stand behind you. Now, lean forward as your partner braces your shoulders with their hands. This will be your starting position. Attempt to push your torso back for 10-20 seconds, as your partner prevents any actual movement of your torso. Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds."
Lying Glute,stretching,glutes,body_only,beginner,"Lie on your back with your partner kneeling beside you. Flex the hip of one leg, raising it off of the floor. Rotate the leg so the foot is over the opposite hip, the lower leg perpendicular to your body. Your partner should hold the knee and ankle in place. This will be your starting position. Attempt to push your leg towards your partner, who should be preventing any actual movement of the leg. After 10-20 seconds, completely relax as your partner gently pushes the ankle and knee towards your chest. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching."
One Knee To Chest,stretching,glutes,body_only,intermediate,Start off by lying on the floor. Extend one leg straight and pull the other knee to your chest. Hold under the knee joint to protect the kneecap. Gently tug that knee toward your nose. Switch sides. This stretches the buttocks and lower back of the bent leg and the hip flexor of the straight leg.
Seated Glute Stretch,stretching,glutes,body_only,beginner,Begin seated on the ground with both legs extended. Bring your right knee up and over your left leg so that your right foot is on the ground. Keep the left leg extended. Hold your right knee with both hands and pull it into your chest. Hold the stretch for 30 seconds. Repeat with the opposite leg.
Glute Bridge Hamstring Walkout,strength,glutes,None,intermediate,"Begin in a supine position on the floor. Bend both knees, placing your feet flat on the ground with your feet close to your glutes. This will be your starting position. Initiate the exercise by extending the hips, driving your hips from the floor to perform a glute bridge. At the top of the motion, begin taking short, alternating steps. Continue until your legs are fully extended and your weight is supported on your heels. Hold the walkout position briefly, and then alternate steps back in to return to the bridge position. Repeat for the desired number of repetitions."
Suspended Hip Thrust,strength,glutes,other,beginner,"Lie on your back in front of suspension straps adjusted to 18 to 24 inches off of the ground. Place your feet in the straps, keeping your knees bent. This will be your starting position. To perform the movement, raise your hips off the floor to full extension, pushing down through your feet. Pause at the top of the motion before returning to the starting position."
Neck Bridge Supine,strength,glutes,body_only,beginner,"Begin in a supine position on the floor. Bend both knees, placing your feet flat on the ground. This will be your starting position. Initiate the exercise by extending the hips, driving your hips from the floor to perform a glute bridge. As your back comes off of the ground, transition to supporting your weight on your head. Perform this movement slowly, backing off if any serious discomfort is felt. Hold the neck bridge for a period of time, and then carefully return your hips to the floor."
Neck Bridge Supine,strength,glutes,body_only,beginner,"Begin in a supine position on the floor. Bend both knees, placing your feet flat on the ground. This will be your starting position. Initiate the exercise by extending the hips, driving your hips from the floor to perform a glute bridge. As your back comes off of the ground, transition to supporting your weight on your head. Perform this movement slowly, backing off if any serious discomfort is felt. Hold the neck bridge for a period of time, and then carefully return your hips to the floor."
Walking High Knee,strength,glutes,body_only,intermediate,
Walking Butt Kicks,strength,glutes,body_only,intermediate,
Walking Glute Stretch,strength,glutes,body_only,intermediate,
Lunge kick,strength,glutes,body_only,intermediate,
Curtsy lunge,strength,glutes,body_only,intermediate,
Alternating standing glute stretch,stretching,glutes,body_only,intermediate,
Side-lying leg lift,strength,glutes,body_only,intermediate,
Medicine ball duck walk,strength,glutes,medicine_ball,intermediate,
FYR Progressive High Knee,strength,glutes,body_only,intermediate,
Glute-Ham Raise - Gethin Variation,strength,glutes,body_only,intermediate,
Lunge glute stretch,stretching,glutes,body_only,intermediate,
Natural Glute Ham Raise - Gethin Variation,strength,glutes,body_only,intermediate,
Groiner,strength,glutes,body_only,intermediate,
Decline Dumbbell Leg Curl,strength,glutes,None,intermediate,
HM Alternating Donkey Kick,strength,glutes,body_only,intermediate,
HM Alternating Slow Step-Down With Chair,strength,glutes,body_only,intermediate,
HM Right Side Iron Cross,strength,glutes,body_only,intermediate,
HM Running in Place,cardio,glutes,None,intermediate,
HM Single-Leg Bridge,strength,glutes,body_only,intermediate,
HM Hi-Low,strength,glutes,body_only,intermediate,
HM Kick-Back,strength,glutes,body_only,intermediate,
HM Left Side Iron Cross,strength,glutes,body_only,intermediate,
HM Left Side-Kick,strength,glutes,body_only,intermediate,
Barbell Deadlift,strength,hamstrings,barbell,intermediate,"Approach the bar so that it is centered over your feet. Your feet should be about hip-width apart. Bend at the hip to grip the bar at shoulder-width allowing your shoulder blades to protract. Typically, you would use an alternating grip. With your feet and your grip set, take a big breath and then lower your hips and flex the knees until your shins contact the bar. Look forward with your head. Keep your chest up and your back arched, and begin driving through the heels to move the weight upward. After the bar passes the knees aggressively pull the bar back, pulling your shoulder blades together as you drive your hips forward into the bar. Lower the bar by bending at the hips and guiding it to the floor."
Romanian Deadlift With Dumbbells,strength,hamstrings,dumbbell,beginner,"Begin in a standing position with a dumbbell in each hand. Ensure that your back is straight and stays that way for the duration of the exercise. Allow your arms to hang perpendicular to the floor, with the wrists pronated and the elbows pointed to your sides. This will be your starting position. Initiate the movement by flexing your hips, slowly pushing your butt as far back as you can. This should entail a horizontal movement of the hips, rather than a downward movement. The knees should only partially bend, and your weight should remain on your heels. Drive your butt back as far as you can, which should generate tension in your hamstrings as your hands approach knee level. Maintain an arch in your back throughout the exercise. When your hips cannot perform any further backward movement, pause, and then slowly return to the starting position by extending the hips."
Clean Deadlift,olympic_weightlifting,hamstrings,barbell,beginner,"Begin standing with a barbell close to your shins. Your feet should be directly under your hips with your feet turned out slightly. Grip the bar with a double overhand grip or hook grip, about shoulder width apart. Squat down to the bar. Your spine should be in full extension, with a back angle that places your shoulders in front of the bar and your back as vertical as possible. Begin by driving through the floor through the front of your heels. As the bar travels upward, maintain a constant back angle. Flare your knees out to the side to help keep them out of the bar's path. After the bar crosses the knees, complete the lift by driving the hips into the bar until your hips and knees are extended."
Sumo deadlift,powerlifting,hamstrings,barbell,beginner,"Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms. Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees. As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together. Return the weight to the ground by bending at the hips and controlling the weight on the way down."
Romanian Deadlift from Deficit,olympic_weightlifting,hamstrings,barbell,beginner,"Begin standing while holding a bar at armâ€™s length in front of you. You can stand on a raised platform to increase the range of motion. Begin by flexing the knees slightly, and then flex at the hip, moving your butt back as far as possible, lowering the torso as far as flexibility allows. The back should remain in absolute extension at all times, and the bar should remain in contact with the legs. If done properly, there should be heavy tension felt in the hamstrings. Reverse the motion to return to the starting position."
Power Snatch,olympic_weightlifting,hamstrings,barbell,beginner,"Begin with a loaded barbell on the floor. The bar should be close to or touching the shins, and a wide grip should be taken on the bar. The feet should be directly below the hips, with the feet turned out as needed. Lower the hips, with the chest up and the head looking forward. The shoulders should be just in front of the bar. This will be the starting position. Begin the first pull by driving through the front of the heels, raising the bar from the ground. The back angle should stay the same until the bar passes the knees. Transition into the second pull by extending through the hips knees and ankles, driving the bar up as quickly as possible. The bar should be close to the body. At peak extension, shrug the shoulders and allow the elbows to flex to the side. As you move your feet into the receiving position, a slightly wider position, pull yourself below the bar as you elevate the bar overhead. The bar should be received in a partial squat. Continue raising the bar to the overhead position, receiving the bar locked out overhead. Return to a standing position with the weight over head."
Power Clean from Blocks,olympic_weightlifting,hamstrings,barbell,beginner,"With a barbell on boxes of the desired height, take a grip just outside the legs. Lower your hips with the weight focused on the heels, back straight, head facing forward, chest up, with your shoulders just in front of the bar. This will be your starting position. Begin the first pull by driving through the heels, extending your knees. Your back angle should stay the same, and your arms should remain straight. As the bar approaches the mid-thigh position, begin extending through the hips. In a jumping motion, accelerate by extending the hips, knees, and ankles, using speed to move the bar upward. There should be no need to actively pull through the arms to accelerate the weight. At the end of the second pull, the body should be fully extended, leaning slightly back, with the arms still extended. As full extension is achieved, transition into the third pull by aggressively shrugging and flexing the arms with the elbows up and out. At peak extension, pull yourself under the bar far enough that it can be racked onto the shoulders, rotating your elbows under the bar as you do so. The bar should be racked onto the protracted shoulders, lightly touching the throat with the hands relaxed. Immediately recover by driving through the heels, keeping the torso upright and elbows up. Continue until you have risen to a standing position, and complete the repetition by returning the weight to the boxes."
Natural Glute Ham Raise,strength,hamstrings,body_only,beginner,"Using the leg pad of a lat pulldown machine or a preacher bench, position yourself so that your ankles are under the pads, knees on the seat, and you are facing away from the machine. You should be upright and maintaining good posture. This will be your starting position. Lower yourself under control until your knees are almost completely straight. Remaining in control, raise yourself back up to the starting position. If you are unable to complete a rep, use a band, a partner, or push off of a box to aid in completing a repetition."
